,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,time,trend,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,RSI,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
242,141.9,142.44,140.2,140.64,136.0533,936596,0.0,1.0,2019-01-07,DOWN,146.4417,145.969,-2.6466,-0.7644,-1.8822,30.9177,50.5935,47.8963,7.138,-81.0762,21.6667,31.6667,135.1597,146.4417,157.7237,265206330.5807,119961742.0
243,136.04,140.48,135.84,140.48,135.8985,1177680,0.0,1.0,2019-01-04,DOWN,146.5433,146.107,-2.8956,-1.2045,-1.6911,18.9024,28.9,45.6802,7.0909,-119.7537,23.3333,33.3333,135.3171,146.5433,157.7696,265774977.0123,119025146.0
244,135.0,136.64,134.08,134.76,130.3651,968713,0.0,1.0,2019-01-03,DOWN,146.7927,146.4482,-2.5745,-1.1845,-1.39,15.6969,13.2596,45.274,7.0142,-188.9043,25.0,35.0,135.8496,146.7927,157.7357,264597297.0123,117847466.0
245,138.84,138.84,134.64,136.26,131.8161,1116700,0.0,1.0,2019-01-02,UP,147.0737,146.8363,-2.0214,-0.9276,-1.0939,16.7669,14.5477,46.5376,6.8784,-175.9695,26.6667,36.6667,136.4966,147.0737,157.6508,265051386.2832,118816179.0
246,138.4,140.08,138.0,138.92,134.3894,614699,0.0,1.0,2018-12-28,UP,147.2917,147.1073,-1.677,-0.8151,-0.862,19.6234,19.2833,46.3689,6.7466,-141.856,28.3333,38.3333,136.8642,147.2917,157.7191,265306633.9681,119932879.0
247,143.38,143.5,136.28,137.44,132.9577,1608052,0.0,1.0,2018-12-27,DOWN,147.5187,147.4025,-1.1683,-0.5101,-0.6582,20.193,16.4697,48.0561,6.6513,-146.5313,30.0,40.0,137.2842,147.5187,157.7531,265377562.3367,119318180.0
248,142.48,146.74,141.12,143.3,138.6265,2650052,0.0,1.0,2018-12-21,UP,147.6803,147.5389,-1.009,-0.4784,-0.5307,25.3167,23.1171,47.718,6.5543,-67.7797,31.6667,41.6667,137.4061,147.6803,157.9546,266468898.0228,120926232.0
249,145.0,145.64,143.1,143.9,139.207,1328154,0.0,1.0,2018-12-20,UP,147.8117,147.7104,-0.6994,-0.2884,-0.4111,32.0154,20.9922,48.5887,6.513,-60.9559,33.3333,43.3333,137.6055,147.8117,158.0179,267063034.1074,123576284.0
250,146.68,148.84,146.42,146.88,142.0898,986274,0.0,1.0,2018-12-19,UP,147.8997,147.8022,-0.5507,-0.2117,-0.339,45.8919,31.8408,49.1769,6.4954,-5.3911,35.0,45.0,137.7009,147.8997,158.0984,267554566.222,124904438.0
251,145.96,148.7,145.34,146.28,141.5094,1134293,0.0,1.0,2018-12-18,DOWN,147.9983,147.8403,-0.5239,-0.2378,-0.286,60.8893,43.2132,48.9163,6.5194,-17.3833,36.6667,46.6667,137.7343,147.9983,158.2623,268165887.3253,123918164.0
252,147.96,149.02,144.68,146.48,141.7028,987154,0.0,1.0,2018-12-17,UP,148.1123,147.904,-0.4087,-0.1821,-0.2266,70.8941,62.6216,49.6112,6.5418,-19.6127,38.3333,48.3333,137.7896,148.1123,158.435,268665514.8519,125052457.0
253,147.52,149.46,145.4,147.72,142.9024,1331130,0.0,1.0,2018-12-14,UP,148.2183,147.9021,-0.4594,-0.2783,-0.1811,66.5593,76.8331,49.4559,6.5646,-7.7179,40.0,50.0,137.7742,148.2183,158.6625,268833832.232,126039611.0
254,151.36,152.22,149.26,149.7,144.8178,932623,0.0,1.0,2018-12-13,UP,148.268,147.9151,-0.4726,-0.3611,-0.1115,49.041,73.2275,50.7999,6.5967,39.4982,41.6667,51.6667,137.8093,148.268,158.7267,268643670.8032,127370741.0
255,147.0,151.56,146.08,150.14,145.2435,1289200,0.0,1.0,2018-12-12,UP,148.227,147.7983,-0.8736,-0.8524,-0.0212,27.8465,49.6173,49.2604,6.678,20.3196,43.3333,53.3333,137.7978,148.227,158.6562,269299026.5966,128303364.0
256,142.4,147.68,141.76,146.1,141.3352,1653452,0.0,1.0,2018-12-11,DOWN,148.2103,147.8253,-0.9288,-1.1207,0.1919,15.0601,24.2783,47.558,6.7519,-48.4907,45.0,55.0,137.7702,148.2103,158.6505,268677951.8034,127014164.0
257,142.76,143.54,139.96,140.98,136.3822,1297671,0.0,1.0,2018-12-10,DOWN,148.2217,148.0093,-0.5173,-0.9894,0.4721,11.5688,9.6438,47.6811,6.7744,-110.1731,46.6667,56.6667,137.8053,148.2217,158.638,267907078.4403,125360712.0
258,144.1,146.16,141.82,143.48,138.8007,1204409,0.0,1.0,2018-12-07,UP,148.2073,148.1872,-0.0213,-0.7407,0.7194,19.1823,11.2582,48.1372,6.7387,-71.9395,48.3333,58.3333,137.7586,148.2073,158.656,268465299.6479,126658383.0
259,146.5,146.86,141.7,143.0,138.3363,1983219,0.0,1.0,2018-12-06,DOWN,148.1167,148.3257,0.4757,-0.4289,0.9046,27.9369,13.8043,48.9621,6.7251,-69.2892,50.0,60.0,137.4352,148.1167,158.7982,268748369.1729,125453974.0
260,147.8,151.66,146.16,147.6,142.7863,1145805,0.0,1.0,2018-12-05,UP,147.9653,148.3876,0.8588,-0.1531,1.0118,38.3734,32.4844,49.4131,6.7112,9.5747,51.6667,61.6667,136.9446,147.9653,158.9861,269732290.1407,127437193.0
261,151.38,151.8,148.12,148.54,143.6956,1276456,0.0,1.0,2018-12-04,UP,147.7937,148.4076,1.2028,0.1527,1.0501,38.7344,37.5221,50.6771,6.7525,27.9847,53.3333,63.3333,136.4518,147.7937,159.1355,270278108.9596,128582998.0
262,155.0,156.86,152.9,153.18,148.1843,1821707,0.0,1.0,2018-12-03,UP,147.5393,148.3068,1.26,0.2481,1.0119,36.2452,45.1137,51.9998,6.8197,102.976,55.0,65.0,135.8514,147.5393,159.2272,271263201.9016,129859454.0
263,150.42,150.6,148.26,148.9,144.0439,1517522,0.0,1.0,2018-11-30,DOWN,147.2237,148.0799,0.946,-0.0039,0.9499,37.4772,33.5675,50.3889,6.9189,30.6555,56.6667,66.6667,135.3374,147.2237,159.1099,272827295.3295,128037747.0
264,150.0,150.84,148.36,150.06,145.1661,1201525,0.0,1.0,2018-11-29,UP,146.9753,148.0006,0.9978,0.047,0.9508,48.6751,30.0546,50.2383,6.9647,39.7699,58.3333,68.3333,134.7489,146.9753,159.2018,273514724.7316,129555269.0
265,149.5,150.1,146.54,149.02,144.16,1324107,0.0,1.0,2018-11-28,DOWN,146.737,147.9328,1.0922,0.1532,0.9391,69.6506,48.8094,50.0608,7.0126,25.0362,60.0,70.0,134.202,146.737,159.272,273068997.8343,128353744.0
266,154.82,155.0,146.46,148.0,143.1733,1779095,0.0,1.0,2018-11-27,DOWN,146.5543,147.8797,1.2478,0.347,0.9008,84.5502,67.1614,52.0011,7.0506,43.7933,61.6667,71.6667,133.8673,146.5543,159.2414,272548280.0685,127029637.0
267,152.02,154.34,151.94,154.18,149.1517,1014394,0.0,1.0,2018-11-26,UP,146.2927,147.6444,0.8864,0.0724,0.8141,87.8925,92.9811,51.0186,7.0894,93.3217,63.3333,73.3333,133.6508,146.2927,158.9346,273685736.5418,128808732.0
268,150.76,152.34,149.38,150.98,146.0561,1017688,0.0,1.0,2018-11-23,DOWN,146.1187,147.4961,0.6974,-0.0985,0.796,77.2438,93.5081,50.5709,7.2016,62.2652,65.0,75.0,133.5095,146.1187,158.7278,272806598.5146,127794338.0
269,152.2,152.36,150.46,151.92,146.9654,1120391,0.0,1.0,2018-11-22,UP,145.9793,147.3854,0.5744,-0.2462,0.8206,56.9825,77.1882,51.0957,7.2877,72.9806,66.6667,76.6667,133.3937,145.9793,158.565,272724086.3905,128812026.0
270,147.48,152.36,147.2,152.36,147.3911,1891769,0.0,1.0,2018-11-21,UP,145.84,147.2222,0.2623,-0.6198,0.8822,42.8659,61.035,49.4031,7.3898,62.8519,68.3333,78.3333,133.3481,145.84,158.3319,272122617.8733,129932417.0
271,145.98,148.16,144.22,145.76,141.0063,1385456,0.0,1.0,2018-11-20,DOWN,145.7667,147.2135,0.3408,-0.6963,1.0371,33.204,32.7244,48.8499,7.4937,4.02,70.0,80.0,133.2625,145.7667,158.2708,270230848.8733,128040648.0
272,144.0,148.54,143.14,146.72,141.935,1666098,0.0,1.0,2018-11-19,UP,145.6587,147.2553,0.5887,-0.6225,1.2112,33.827,34.8384,48.1135,7.5405,6.2219,71.6667,81.6667,133.0522,145.6587,158.2651,270533263.4438,129426104.0
273,149.24,150.12,142.6,143.92,139.2263,1932846,0.0,1.0,2018-11-16,DOWN,145.5587,147.3657,1.0982,-0.2686,1.3668,29.8073,32.0492,49.9863,7.5881,0.3865,73.3333,83.3333,132.8069,145.5587,158.3105,269990235.2834,127760006.0
274,148.3,149.8,146.0,147.64,142.825,956012,0.0,1.0,2018-11-15,UP,145.3883,147.3021,1.199,-0.2349,1.4339,23.3774,34.5932,49.6405,7.6366,29.9998,75.0,85.0,132.5649,145.3883,158.2117,271244532.0519,129692852.0
275,149.58,151.36,148.06,149.3,144.4309,1546762,0.0,1.0,2018-11-14,UP,145.2483,147.2683,1.4059,-0.0868,1.4927,13.8763,22.7794,50.1043,7.7296,52.9773,76.6667,86.6667,132.3718,145.2483,158.1248,271375355.7163,130648864.0
276,146.0,148.62,145.2,147.96,143.1346,1177467,0.0,1.0,2018-11-13,DOWN,145.0673,147.1899,1.5192,0.0049,1.5144,14.1656,12.7597,48.7883,7.8514,26.5389,78.3333,88.3333,132.1343,145.0673,158.0004,271759698.563,129102102.0
277,147.2,148.36,145.04,145.84,141.0837,909379,0.0,1.0,2018-11-12,DOWN,144.959,147.2303,2.0063,0.4931,1.5132,24.5201,6.0898,49.2162,7.9378,17.6361,80.0,90.0,131.9504,144.959,157.9676,271036684.7682,127924635.0
278,149.66,150.2,144.9,146.06,141.2965,2266275,0.0,1.0,2018-11-09,UP,144.8297,147.2313,2.4766,1.0867,1.3899,44.7051,23.6475,50.1019,8.0222,26.6707,81.6667,91.6667,131.7586,144.8297,157.9008,271507808.1233,128834014.0
279,156.1,156.28,151.06,151.3,146.3656,1292793,0.0,1.0,2018-11-08,UP,144.6673,147.149,2.7903,1.6721,1.1182,60.6906,43.823,52.5358,8.108,97.263,83.3333,93.3333,131.5983,144.6673,157.7364,272782050.7506,131100289.0
280,156.64,158.38,154.8,154.96,149.9063,1179146,0.0,1.0,2018-11-07,UP,144.4437,146.8456,2.4945,1.7943,0.7002,72.3107,66.6449,52.747,8.2145,139.7931,85.0,95.0,131.7099,144.4437,157.1775,273955963.5404,132393082.0
