,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,time,trend,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,RSI,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
672,146.0,146.7,144.7,145.55,135.6723,1061048,0.0,1.0,2017-04-26,UP,140.28,138.5849,1.0471,1.6126,-0.5654,92.2615,92.7081,54.989,7.1783,102.284,80.0,0.0,131.6314,140.28,148.9286,287230428.1744,135123143.0
673,144.0,145.95,143.35,145.65,135.7655,1429284,0.0,1.0,2017-04-25,UP,140.315,138.3335,0.4566,1.4252,-0.9686,90.8774,93.2175,54.0652,7.1909,89.5531,81.6667,0.0,131.5577,140.315,149.0723,287389578.8977,136184191.0
674,143.0,144.1,142.75,143.5,133.7614,1740349,0.0,1.0,2017-04-24,DOWN,140.4525,138.1415,-0.1001,1.2247,-1.3249,88.6424,90.8589,53.597,7.2168,58.7541,83.3333,0.0,131.2218,140.4525,149.6832,286290134.184,134754907.0
675,140.0,141.35,139.45,140.0,130.499,1378675,0.0,1.0,2017-04-21,DOWN,140.6492,137.9768,-0.7074,0.9236,-1.631,79.6976,88.5559,52.1584,7.2758,-0.5073,85.0,0.0,130.7325,140.6492,150.5659,286096770.8162,133014558.0
676,139.3,140.3,138.3,139.7,130.2193,930717,0.0,1.0,2017-04-20,DOWN,140.8958,137.9082,-1.1668,0.6951,-1.8619,66.1645,86.5124,51.8156,7.3861,-17.8465,86.6667,1.6667,130.3403,140.8958,151.4514,286677264.9702,131635883.0
677,138.55,140.85,138.0,139.65,130.1727,1728231,0.0,1.0,2017-04-19,DOWN,141.1408,137.861,-1.665,0.3708,-2.0357,48.4864,64.0244,51.4492,7.5047,-19.7354,88.3333,3.3333,130.0748,141.1408,152.2069,286304983.8513,130705166.0
678,133.0,138.45,130.5,136.95,127.6559,2601641,0.0,1.0,2017-04-18,DOWN,141.3067,137.8376,-2.2002,-0.0717,-2.1284,41.0671,47.9567,48.6048,7.6252,-85.3842,90.0,5.0,130.1035,141.3067,152.5098,286032116.9611,128976935.0
679,132.0,132.0,130.25,131.15,122.2495,859216,0.0,1.0,2017-04-13,DOWN,141.5467,138.0016,-2.2862,-0.1757,-2.1105,38.4279,33.4781,48.0657,7.7026,-151.3009,91.6667,6.6667,130.4491,141.5467,152.6442,284412227.6588,126375294.0
680,132.5,134.4,131.6,131.9,122.9486,882136,0.0,1.0,2017-04-12,UP,141.7875,138.2051,-2.2609,-0.1944,-2.0666,40.4293,41.7665,48.3149,7.6496,-135.573,93.3333,8.3333,130.904,141.7875,152.671,284387684.6241,127234510.0
681,132.6,133.8,130.45,131.75,122.8088,919518,0.0,1.0,2017-04-11,DOWN,142.0292,138.3985,-2.2467,-0.2287,-2.018,35.367,40.0391,48.3642,7.6194,-152.0514,95.0,10.0,131.3391,142.0292,152.7192,285080798.3493,126352374.0
682,133.55,133.7,132.35,132.9,123.8808,525705,0.0,1.0,2017-04-10,UP,142.2433,138.595,-2.206,-0.2452,-1.9608,28.577,39.4823,48.8297,7.5759,-144.3245,96.6667,11.6667,131.8056,142.2433,152.6811,285286660.213,127271892.0
683,132.35,133.7,131.95,132.9,123.8808,857105,0.0,1.0,2017-04-07,NC,142.4742,138.766,-2.2187,-0.3192,-1.8995,19.9402,26.5794,48.2106,7.5653,-153.0769,98.3333,13.3333,132.2044,142.4742,152.7439,285384019.5935,127271892.0
684,132.4,133.25,130.2,133.0,123.974,962053,0.0,1.0,2017-04-06,UP,142.7433,138.9835,-2.0805,-0.2609,-1.8197,21.9109,19.6691,48.2345,7.5545,-170.5568,100.0,15.0,132.7051,142.7433,152.7816,285310556.4403,128128997.0
685,134.1,134.25,132.75,133.15,124.1138,1081007,0.0,1.0,2017-04-05,UP,143.0667,139.2067,-1.879,-0.1245,-1.7545,30.9582,13.5719,49.0478,7.5342,-157.2622,83.3333,16.6667,133.1327,143.0667,153.0006,284506216.889,129091050.0
686,135.85,136.0,133.45,134.2,125.0926,1312852,0.0,1.0,2017-04-04,UP,143.2983,139.3798,-1.7674,-0.0441,-1.7233,48.0665,32.4915,49.8996,7.5587,-143.3919,85.0,18.3333,133.5653,143.2983,153.0313,285010695.6203,130172057.0
687,137.1,137.85,135.05,135.7,126.4908,792174,0.0,1.0,2017-04-03,UP,143.4758,139.4995,-1.7776,-0.0653,-1.7123,62.4505,46.8112,50.5158,7.5962,-121.1756,86.6667,20.0,133.9056,143.4758,153.0461,285551282.6622,131484909.0
688,135.8,137.3,135.5,136.6,127.3297,1078491,0.0,1.0,2017-03-31,UP,143.5242,139.5808,-1.8919,-0.1959,-1.696,69.894,64.8967,49.8829,7.6634,-122.1053,88.3333,21.6667,134.0544,143.5242,152.9939,285975665.4456,132277083.0
689,137.2,137.2,135.3,136.2,126.9568,842372,0.0,1.0,2017-03-30,DOWN,143.5692,139.709,-1.878,-0.231,-1.647,69.0312,75.6435,50.5678,7.721,-128.2422,90.0,23.3333,134.2218,143.5692,152.9165,285735995.6994,131198592.0
690,137.85,138.6,137.0,137.05,127.7492,841555,0.0,1.0,2017-03-29,UP,143.5758,139.794,-1.9755,-0.3862,-1.5893,60.1251,69.1417,50.8867,7.7775,-106.3194,91.6667,25.0,134.2461,143.5758,152.9056,285780333.9165,132040964.0
691,135.85,137.4,135.55,137.25,127.9356,937205,0.0,1.0,2017-03-28,UP,143.6325,139.8599,-2.1373,-0.6446,-1.4927,53.4446,62.3083,49.9312,7.8656,-122.6988,93.3333,26.6667,134.4018,143.6325,152.8632,286569288.7191,132882519.0
692,134.25,135.0,132.95,134.95,125.7917,995025,0.0,1.0,2017-03-27,DOWN,143.6842,139.9958,-2.1091,-0.7775,-1.3316,44.3997,48.9253,49.1529,7.9321,-171.9088,0.0,28.3333,134.5946,143.6842,152.7737,285784057.4759,131945314.0
693,136.05,136.45,134.65,135.8,126.584,772526,0.0,1.0,2017-03-24,UP,143.6583,140.1906,-1.8796,-0.7424,-1.1372,34.5266,49.1003,50.0129,7.9526,-148.7076,0.0,30.0,134.4536,143.6583,152.863,284837573.1712,132940339.0
694,136.85,136.9,135.0,136.25,127.0035,1033466,0.0,1.0,2017-03-23,UP,143.6125,140.331,-1.7426,-0.791,-0.9516,23.1537,35.1735,50.3983,8.0035,-138.3312,1.6667,31.6667,134.231,143.6125,152.994,284622976.4302,133712865.0
695,133.3,136.55,132.65,136.35,127.0967,1274602,0.0,1.0,2017-03-22,UP,143.59,140.449,-1.6238,-0.8699,-0.7539,18.5576,19.3061,48.6725,8.0615,-152.5778,3.3333,33.3333,134.1375,143.59,153.0425,284296614.3774,134746331.0
696,138.0,138.7,133.5,134.4,125.279,1853013,0.0,1.0,2017-03-21,DOWN,143.6508,140.6913,-1.0871,-0.5507,-0.5364,21.5179,14.9815,50.9817,8.1137,-147.8081,5.0,35.0,134.4197,143.6508,152.882,283152738.4858,133471729.0
697,138.25,138.4,136.6,137.15,127.8424,851858,0.0,1.0,2017-03-20,UP,143.6433,140.7825,-0.8648,-0.466,-0.3987,25.6082,21.3852,51.1086,8.1815,-115.0598,6.6667,36.6667,134.3931,143.6433,152.8936,284364327.8828,135324742.0
698,139.0,139.0,136.35,138.6,129.194,2436334,0.0,1.0,2017-03-17,UP,143.6358,140.8684,-0.5939,-0.3117,-0.2822,31.7843,28.187,51.4864,8.3058,-103.8757,8.3333,38.3333,134.3674,143.6358,152.9043,284695614.0182,136176600.0
699,142.0,142.25,139.4,140.25,130.732,1401942,0.0,1.0,2017-03-16,UP,143.6308,140.9317,-0.3159,-0.1117,-0.2043,35.0354,27.2524,53.0285,8.4322,-54.4247,10.0,40.0,134.3521,143.6308,152.9096,282994767.5453,138612934.0
700,141.65,141.75,138.2,140.25,130.732,2062152,0.0,1.0,2017-03-15,NC,143.5467,140.8955,-0.262,-0.0856,-0.1764,38.2367,39.9134,52.8665,8.5333,-63.6494,11.6667,41.6667,134.1198,143.5467,152.9735,283560459.2258,138612934.0
701,144.15,145.15,140.4,141.4,131.8039,1654159,0.0,1.0,2017-03-14,UP,143.4025,140.8699,-0.1537,0.0013,-0.155,32.3262,37.9403,54.1786,8.6451,-19.638,0.0,43.3333,133.6067,143.4025,153.1983,283240969.3896,140675086.0
702,141.55,144.3,140.75,144.15,134.3673,1079065,0.0,1.0,2017-03-13,UP,143.1817,140.7588,-0.2678,-0.1125,-0.1553,32.9145,36.8563,52.9853,8.7173,-2.6721,0.0,45.0,132.8789,143.1817,153.4844,284198640.3896,142329245.0
703,142.2,143.65,141.1,141.45,131.8505,900827,0.0,1.0,2017-03-10,DOWN,142.98,140.7319,-0.1448,-0.0176,-0.1271,38.901,22.1821,53.3267,8.8056,-15.7711,0.0,46.6667,132.0999,142.98,153.8601,283210769.4689,141250180.0
704,143.25,143.65,140.0,141.2,131.6175,1407121,0.0,1.0,2017-03-09,DOWN,142.75,140.6822,-0.0518,0.0709,-0.1227,56.3329,39.7052,53.8781,8.9068,-18.7201,1.6667,48.3333,131.248,142.75,154.252,283864315.9109,140349353.0
705,144.15,146.15,142.95,143.05,133.342,1042454,0.0,1.0,2017-03-08,UP,142.5042,140.5951,-0.0394,0.1011,-0.1405,69.1288,54.8158,54.3518,9.0098,21.8586,0.0,50.0,130.4387,142.5042,154.5696,284346207.4702,141756474.0
706,143.9,145.4,143.85,144.8,134.9732,682480,0.0,1.0,2017-03-07,UP,142.2183,140.4746,-0.1145,0.0513,-0.1658,80.5695,74.4777,54.2419,9.0595,33.5798,0.0,51.6667,129.5261,142.2183,154.9106,285323504.0561,142798928.0
707,144.25,145.4,143.65,143.85,134.0877,687110,0.0,1.0,2017-03-06,DOWN,141.9325,140.3585,-0.1833,-0.0047,-0.1786,76.6018,78.0927,54.4223,9.0928,30.873,0.0,53.3333,128.6461,141.9325,155.2189,285169391.7675,142116448.0
708,143.65,146.1,142.1,144.95,135.113,951462,0.0,1.0,2017-03-03,UP,141.6592,140.2266,-0.3041,-0.1267,-0.1774,62.6807,89.138,54.1654,9.1267,34.2496,1.6667,55.0,127.9081,141.6592,155.4103,285699438.4667,142803558.0
709,144.25,145.7,143.9,144.9,135.0664,811051,0.0,1.0,2017-03-02,DOWN,141.3733,140.1105,-0.3928,-0.247,-0.1457,37.6571,62.5746,54.4673,9.1612,41.918,0.0,56.6667,127.0967,141.3733,155.65,285295071.4725,141852096.0
710,141.15,144.5,140.65,144.4,134.6003,1383270,0.0,1.0,2017-03-01,DOWN,141.0183,139.9702,-0.5613,-0.4773,-0.084,26.0375,36.3296,53.1403,9.1626,24.2071,0.0,58.3333,126.0052,141.0183,156.0315,285204956.2227,141041045.0
711,140.75,141.2,139.7,139.7,130.2193,947029,0.0,1.0,2017-02-28,DOWN,140.6992,139.9302,-0.4526,-0.488,0.0354,25.5893,14.0672,52.9664,9.183,-6.8592,0.0,60.0,124.9163,140.6992,156.482,283893548.6768,139657775.0
712,143.0,143.15,139.55,140.0,130.499,1475405,0.0,1.0,2017-02-27,UP,140.32,139.9024,-0.2666,-0.424,0.1574,34.8784,27.7156,54.0765,9.2574,4.5103,0.0,61.6667,123.5011,140.32,157.1389,284840577.6768,140604804.0
713,142.0,142.55,139.55,141.25,131.6641,1334354,0.0,1.0,2017-02-24,UP,139.9142,139.7974,-0.2544,-0.5177,0.2634,38.2775,34.9851,53.652,9.333,10.1455,1.6667,63.3333,122.2212,139.9142,157.6072,285947132.9903,142080209.0
714,141.35,143.5,141.1,141.65,132.037,799955,0.0,1.0,2017-02-23,UP,139.5633,139.7228,-0.1332,-0.526,0.3928,37.2734,41.9345,53.3765,9.4198,22.088,3.3333,65.0,121.2266,139.5633,157.9001,285769221.8386,143414563.0
715,144.8,145.0,139.9,141.35,131.7573,1789289,0.0,1.0,2017-02-22,DOWN,139.2492,139.6676,0.0895,-0.4348,0.5243,31.9441,37.9129,55.0854,9.4802,24.2561,5.0,66.6667,120.4067,139.2492,158.0916,286202538.0027,142614608.0
716,142.3,144.85,141.2,144.15,134.3673,1090331,0.0,1.0,2017-02-21,UP,138.8775,139.4936,0.0212,-0.6118,0.633,32.6905,31.9727,54.0368,9.5418,37.8337,6.6667,68.3333,119.6127,138.8775,158.1423,286974380.8111,144403897.0
717,142.0,142.85,140.8,142.15,132.503,746896,0.0,1.0,2017-02-20,DOWN,138.5758,139.3985,0.1883,-0.5977,0.786,44.3662,25.9466,53.9099,9.5812,27.0884,8.3333,70.0,118.971,138.5758,158.1807,286302265.2063,143313566.0
718,143.0,143.3,139.05,140.25,130.732,1903272,0.0,1.0,2017-02-17,DOWN,138.2858,139.3103,0.4293,-0.5061,0.9354,64.4412,40.1521,54.4025,9.6526,19.8717,10.0,71.6667,118.3797,138.2858,158.192,286065452.6597,142566670.0
719,146.05,146.7,142.75,143.6,133.8546,966444,0.0,1.0,2017-02-16,UP,137.9608,139.1852,0.6289,-0.433,1.0619,79.0654,66.9999,55.9354,9.7251,49.5658,11.6667,73.3333,117.7389,137.9608,158.1827,286893938.4991,144469942.0
720,148.0,148.85,144.8,145.85,135.952,1012475,0.0,1.0,2017-02-15,UP,137.5667,138.9525,0.564,-0.6062,1.1702,78.048,86.1716,56.9441,9.7331,68.1095,13.3333,75.0,117.0707,137.5667,158.0626,287444441.2668,145436386.0
721,145.35,147.6,144.25,146.85,136.8841,942897,0.0,1.0,2017-02-14,UP,137.115,138.6459,0.2743,-1.0474,1.3218,63.1283,84.0246,55.8809,9.7033,67.8001,15.0,76.6667,116.3658,137.115,157.8642,287931928.0994,146448861.0
722,142.55,146.0,142.5,145.25,135.3927,1006323,0.0,1.0,2017-02-13,DOWN,136.6667,138.4186,0.1705,-1.4131,1.5836,43.2997,63.9479,54.7191,9.6916,57.1747,0.0,78.3333,115.4905,136.6667,157.8428,287411223.0167,145505964.0
723,141.55,142.7,140.9,142.15,132.503,995836,0.0,1.0,2017-02-10,DOWN,136.2908,138.2785,0.3205,-1.6163,1.9369,27.1946,41.4124,54.2964,9.7038,39.4173,0.0,80.0,114.7484,136.2908,157.8333,286836181.3024,144499641.0
724,140.4,141.1,137.2,140.0,130.499,1286343,0.0,1.0,2017-02-09,DOWN,135.8833,138.1676,0.6092,-1.7317,2.341,18.4648,24.5389,53.8088,9.7678,23.5918,1.6667,81.6667,113.8352,135.8833,157.9315,286448914.092,143503805.0
725,141.55,142.05,138.05,139.9,130.4057,1049799,0.0,1.0,2017-02-08,DOWN,135.5183,138.092,1.0859,-1.688,2.7739,14.1863,15.6326,54.3793,9.8585,29.2509,0.0,83.3333,113.0601,135.5183,157.9766,285888202.7996,142217462.0
726,141.25,142.75,140.75,141.85,132.2234,741277,0.0,1.0,2017-02-07,UP,135.11,137.9748,1.5615,-1.6344,3.1959,14.0378,15.2228,54.2549,9.9358,42.9221,0.0,85.0,112.2185,135.11,158.0015,285966942.5306,143267261.0
727,144.4,144.5,141.5,141.9,132.27,1243901,0.0,1.0,2017-02-06,UP,134.7158,137.8637,2.1763,-1.4282,3.6045,11.5101,11.7036,55.8267,9.9656,50.2338,0.0,86.6667,111.4495,134.7158,157.9822,285892810.3058,144008538.0
728,144.7,145.8,144.15,144.9,135.0664,765096,0.0,1.0,2017-02-03,UP,134.2358,137.6422,2.6087,-1.3529,3.9616,9.6164,15.187,55.9786,9.9821,66.9869,0.0,88.3333,110.603,134.2358,157.8687,286805009.4344,145252439.0
729,145.2,145.5,143.7,144.3,134.5071,998554,0.0,1.0,2017-02-02,DOWN,133.7833,137.4029,3.092,-1.2078,4.2998,7.6528,7.6398,56.2293,9.9494,66.3175,0.0,90.0,109.9306,133.7833,157.6361,286874567.4758,144487343.0
730,146.35,147.15,144.8,145.7,135.8121,1078447,0.0,1.0,2017-02-01,UP,133.265,137.1386,3.613,-0.9887,4.6017,14.8607,6.0225,56.8047,9.9206,77.1732,1.6667,91.6667,109.0778,133.265,157.4522,287207413.1654,145485897.0
731,145.4,148.35,143.9,143.9,134.1343,1615633,0.0,1.0,2017-01-31,DOWN,132.8175,136.8264,4.1084,-0.7405,4.8489,30.7821,9.2963,56.4426,9.8707,76.6776,3.3333,93.3333,108.6217,132.8175,157.0133,287459818.0388,144407450.0
732,148.1,149.0,145.3,145.5,135.6257,1364761,0.0,1.0,2017-01-30,UP,132.3617,136.5357,4.7777,-0.2563,5.034,52.2774,29.2632,57.7966,9.8199,86.9231,5.0,95.0,108.1008,132.3617,156.6225,289075451.0388,146023083.0
733,152.25,152.75,149.4,149.9,139.7271,1310558,0.0,1.0,2017-01-27,UP,131.8767,136.1437,5.2875,0.1894,5.0981,70.821,53.7869,59.9708,9.7422,115.5847,6.6667,96.6667,107.7305,131.8767,156.0228,290292672.4389,147387844.0
734,154.8,154.95,151.95,152.5,142.1507,1112311,0.0,1.0,2017-01-26,UP,131.3417,135.5977,5.4388,0.388,5.0508,83.1135,73.782,61.3657,9.5841,135.8534,8.3333,98.3333,107.6059,131.3417,155.0774,291212019.8084,148698402.0
735,154.8,156.55,153.55,153.9,143.4556,1751077,0.0,1.0,2017-01-25,UP,130.8175,134.9468,5.2931,0.3393,4.9538,85.8414,84.894,61.3657,9.3716,152.3499,10.0,100.0,107.7988,130.8175,153.8362,291916481.1786,149810713.0
736,154.0,154.9,151.9,153.6,143.176,1398383,0.0,1.0,2017-01-24,DOWN,130.3367,134.2738,5.0302,0.1612,4.8689,78.586,90.6645,61.0911,9.1224,152.9326,11.6667,100.0,108.1517,130.3367,152.5216,293258984.2338,148059636.0
737,148.5,153.5,147.55,152.8,142.4303,2461860,0.0,1.0,2017-01-23,DOWN,129.8667,133.6051,4.7029,-0.1257,4.8286,63.0622,81.9658,59.1277,8.8902,146.6703,13.3333,100.0,108.5282,129.8667,151.2051,293072521.7862,146661253.0
738,147.4,148.6,146.45,148.2,138.1425,1185073,0.0,1.0,2017-01-20,DOWN,129.4658,133.1002,4.7767,-0.0833,4.8601,45.5967,63.1279,58.718,8.6724,129.7456,15.0,88.3333,108.6453,129.4658,150.2864,291189920.7342,144199393.0
739,146.45,148.45,145.8,147.8,137.7696,958189,0.0,1.0,2017-01-19,DOWN,129.1183,132.6155,4.9135,0.0326,4.8809,39.102,44.093,58.3636,8.518,133.9912,16.6667,90.0,108.8172,129.1183,149.4195,290445813.3451,143014320.0
740,147.0,147.9,145.55,146.4,136.4646,900374,0.0,1.0,2017-01-18,DOWN,128.7775,132.1465,5.1134,0.2406,4.8727,42.3178,29.5692,58.6502,8.3631,135.8609,18.3333,91.6667,108.9711,128.7775,148.5839,289957675.9948,142056131.0
741,145.45,147.2,143.15,146.35,136.418,1407380,0.0,1.0,2017-01-17,DOWN,128.42,131.643,5.238,0.4254,4.8126,58.8282,43.6439,58.0796,8.2133,135.3707,20.0,93.3333,109.1758,128.42,147.6642,290206720.0902,141155757.0
742,147.4,148.35,146.05,146.3,136.3714,982722,0.0,1.0,2017-01-16,DOWN,128.0525,131.175,5.4788,0.7726,4.7062,69.9715,53.7404,59.0884,8.0707,154.234,21.6667,95.0,109.287,128.0525,146.818,289390085.3803,139748377.0
743,148.5,150.9,147.05,149.55,139.4008,1682289,0.0,1.0,2017-01-13,UP,127.6408,130.625,5.5079,0.9948,4.5131,81.4248,79.1002,59.6632,7.8679,183.3103,23.3333,96.6667,109.5184,127.6408,145.7633,290159172.4464,140731099.0
744,151.8,152.0,146.05,147.3,137.3035,2087746,0.0,1.0,2017-01-12,DOWN,127.1942,130.019,5.3529,1.0885,4.2644,81.0392,77.0738,61.4259,7.6414,190.0328,25.0,98.3333,109.8457,127.1942,144.5427,289656665.3415,139048810.0
745,148.0,152.15,147.0,151.0,140.7524,3083904,0.0,1.0,2017-01-11,UP,126.6892,129.2807,4.7412,0.7489,3.9923,80.2848,88.1004,60.0908,7.411,219.1788,26.6667,100.0,110.5105,126.6892,142.8678,290867206.6898,141136556.0
746,146.5,149.55,145.15,146.05,136.1384,2345934,0.0,1.0,2017-01-10,DOWN,126.2367,128.6462,4.2783,0.4733,3.8051,71.5604,77.9434,59.5473,7.1577,205.596,28.3333,100.0,110.9747,126.2367,141.4986,289160574.5265,138052652.0
747,140.0,145.95,139.8,145.85,135.952,2936933,0.0,1.0,2017-01-09,DOWN,125.7942,128.0409,3.7781,0.0914,3.6868,67.7508,74.8107,57.0553,6.9338,188.6793,30.0,100.0,111.3926,125.7942,140.1957,290546800.4874,135706718.0
748,138.5,139.2,137.95,139.0,129.5668,795889,0.0,1.0,2017-01-06,DOWN,125.4325,127.6356,3.7465,0.0826,3.6639,67.0834,61.9271,56.4465,6.7548,144.7785,31.6667,95.0,111.3907,125.4325,139.4743,287705368.8536,132769785.0
749,137.6,140.0,136.8,139.1,129.66,984929,0.0,1.0,2017-01-05,UP,125.1142,127.2673,3.8044,0.1611,3.6433,65.932,66.5145,56.0791,6.6725,152.0651,33.3333,96.6667,111.4098,125.1142,138.8185,287164160.4471,133565674.0
750,141.25,142.3,136.65,138.75,129.3338,1570153,0.0,1.0,2017-01-04,DOWN,124.8258,126.917,3.9146,0.3116,3.603,55.161,72.8087,58.0312,6.5889,168.3537,35.0,98.3333,111.4607,124.8258,138.191,286733250.7805,132580745.0
751,138.95,143.1,138.95,140.45,130.9184,2065730,0.0,1.0,2017-01-03,UP,124.4883,126.4311,3.6266,0.1016,3.5251,34.6887,58.4728,57.106,6.5038,198.967,36.6667,100.0,111.7933,124.4883,137.1834,287136208.8988,134150898.0
752,132.7,138.35,132.3,137.75,128.4017,947388,0.0,1.0,2017-01-02,DOWN,124.1517,126.0068,3.4406,-0.0591,3.4997,23.8536,34.2015,54.4212,6.3726,151.9577,38.3333,90.0,111.9466,124.1517,136.3567,287708643.3982,132085168.0
753,133.3,133.5,132.15,133.35,124.3003,555735,0.0,1.0,2016-12-30,DOWN,123.9367,125.7799,3.7894,0.2749,3.5145,29.2553,11.3918,54.7447,6.3125,118.3773,40.0,91.6667,111.888,123.9367,135.9853,286949168.8845,131137780.0
754,135.5,135.5,133.3,133.5,124.4401,1189830,0.0,1.0,2016-12-29,UP,123.7267,125.525,4.1184,0.6727,3.4457,50.5723,25.9674,55.9436,6.3328,139.2249,41.6667,93.3333,111.901,123.7267,135.5524,286516924.9673,131693515.0
755,136.95,137.75,136.5,136.6,127.3297,634302,0.0,1.0,2016-12-28,UP,123.4225,125.1868,4.2544,0.9768,3.2776,71.162,50.4068,56.749,6.3311,187.0183,43.3333,95.0,111.8885,123.4225,134.9565,287490425.2412,132883345.0
756,137.55,138.95,136.9,137.25,127.9356,642322,0.0,1.0,2016-12-27,UP,123.09,124.7881,4.2185,1.1852,3.0334,84.9769,75.3429,57.0835,6.2649,211.0823,0.0,96.6667,111.9931,123.09,134.1869,288023232.7264,133517647.0
757,137.8,139.1,136.05,137.5,128.1686,793802,0.0,1.0,2016-12-23,UP,122.6975,124.3555,4.0503,1.3132,2.7371,91.573,87.7364,57.2216,6.1893,224.1538,1.6667,98.3333,112.016,122.6975,133.379,288446221.7644,134159969.0
758,138.7,140.0,138.15,138.8,129.3804,1234028,0.0,1.0,2016-12-22,UP,122.3358,123.8997,3.7511,1.3423,2.4088,92.9553,91.8515,57.7161,6.1125,264.3263,3.3333,100.0,112.2727,122.3358,132.399,288485263.5509,134953771.0
759,136.95,139.0,136.6,138.8,129.3804,1594428,0.0,1.0,2016-12-21,NC,121.915,123.398,3.2231,1.1499,2.0732,93.7163,95.1312,57.0057,5.9914,271.5552,0.0,100.0,112.5358,121.915,131.2942,288852127.3864,134953771.0
760,133.0,137.3,132.95,136.25,127.0035,1748563,0.0,1.0,2016-12-20,DOWN,121.59,122.9386,2.6805,0.8948,1.7857,90.9683,91.8833,55.3403,5.8841,246.2035,1.6667,100.0,112.999,121.59,130.181,287523434.0071,133359343.0
761,130.9,133.75,129.45,133.65,124.5799,1165543,0.0,1.0,2016-12-19,DOWN,121.3467,122.5976,2.3511,0.7891,1.562,89.5641,94.1345,54.4172,5.8025,205.3361,3.3333,100.0,113.2492,121.3467,129.4441,286619006.1383,131610780.0
762,129.45,131.9,129.35,131.2,122.2962,2022396,0.0,1.0,2016-12-16,DOWN,121.1842,122.3161,2.1103,0.7455,1.3648,84.7457,86.8871,53.7684,5.7791,191.9939,5.0,100.0,113.4783,121.1842,128.8901,285507677.7112,130445237.0
763,128.4,130.15,128.05,129.95,121.131,1502635,0.0,1.0,2016-12-15,DOWN,121.0233,122.0743,1.9198,0.7415,1.1784,83.4519,87.6706,53.295,5.7877,176.1849,6.6667,100.0,113.6172,121.0233,128.4294,284595617.2446,128422841.0
764,128.5,129.9,128.05,128.95,120.1989,1005810,0.0,1.0,2016-12-14,DOWN,120.8717,121.8599,1.7558,0.7628,0.993,82.252,79.6793,53.3462,5.8278,178.9332,8.3333,100.0,113.7073,120.8717,128.0361,283379195.3153,126920206.0
765,127.0,129.8,126.75,129.15,120.3853,1119608,0.0,1.0,2016-12-13,UP,120.7275,121.6348,1.5107,0.7083,0.8023,86.8905,83.0058,52.6762,5.8731,182.0844,10.0,100.0,113.8402,120.7275,127.6148,283406381.1632,127926016.0
766,126.75,127.8,125.85,127.05,118.4278,1062242,0.0,1.0,2016-12-12,DOWN,120.6025,121.4529,1.3285,0.7033,0.6252,88.8208,84.0711,52.5646,5.921,153.8273,11.6667,96.6667,113.9055,120.6025,127.2995,282763989.375,126806408.0
767,127.85,128.55,125.8,128.1,119.4065,1256082,0.0,1.0,2016-12-09,UP,120.5208,121.2733,1.1022,0.6528,0.4494,88.3833,93.5948,53.1066,6.0055,178.1647,13.3333,98.3333,114.0087,120.5208,127.033,282518854.6874,127868650.0
768,126.5,129.65,126.25,128.9,120.1522,2457149,0.0,1.0,2016-12-08,UP,120.425,121.0504,0.6853,0.3991,0.2862,76.1205,88.7966,52.5157,6.0913,208.2074,15.0,100.0,114.1835,120.425,126.6665,281673851.2812,129124732.0
769,122.95,127.0,122.75,127.0,118.3812,2194524,0.0,1.0,2016-12-07,DOWN,120.3633,120.8657,0.2807,0.0942,0.1864,58.2444,82.7586,50.9163,6.1705,145.4504,16.6667,51.6667,114.2923,120.3633,126.4343,280300740.5509,126667583.0
770,122.0,122.1,120.55,121.4,113.1612,883896,0.0,1.0,2016-12-06,DOWN,120.3783,120.795,0.1216,-0.0413,0.1629,36.3239,56.8063,50.4773,6.2518,29.982,18.3333,53.3333,114.2775,120.3783,126.4792,278106216.5509,124473059.0
771,118.0,122.1,117.9,121.6,113.3477,1111282,0.0,1.0,2016-12-05,UP,120.3917,120.7542,0.0135,-0.1597,0.1732,24.9634,35.1683,48.5732,6.2411,6.2459,20.0,55.0,114.2732,120.3917,126.5101,278020677.1054,125356955.0
772,118.65,119.3,117.2,118.75,110.6911,1456671,0.0,1.0,2016-12-02,DOWN,120.5133,120.8475,0.2826,0.0695,0.2131,26.0691,16.9971,48.8735,6.2302,-53.4623,21.6667,56.6667,114.3004,120.5133,126.7263,277173986.2501,124245673.0
773,120.95,122.2,119.3,119.75,111.6232,1148047,0.0,1.0,2016-12-01,UP,120.65,120.922,0.5558,0.3601,0.1958,41.6805,22.7247,49.9479,6.163,-2.6257,23.3333,58.3333,114.2491,120.65,127.0509,276480335.4092,125702344.0
774,122.5,123.0,121.35,121.8,113.5341,715426,0.0,1.0,2016-11-30,UP,120.7292,120.9211,0.6623,0.5565,0.1057,61.7727,38.4856,50.6862,6.1303,36.2897,25.0,60.0,114.1992,120.7292,127.2592,277272093.6274,126850391.0
775,122.5,123.0,120.85,122.6,114.2798,899492,0.0,1.0,2016-11-29,UP,120.7775,120.8676,0.6307,0.6641,-0.0334,81.1626,63.8313,50.6862,6.1327,36.6657,26.6667,61.6667,114.1535,120.7775,127.4015,277597283.6547,127565817.0
