,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,time,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,RSI,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
34,127.3,128.3,124.5,125.85,125.85,31522518,0.0,1.0,2019-10-16,127.4133,130.5207,-0.4508,0.7404,-1.1912,73.4459,78.0629,45.9721,17.4606,-4.4635,55.0,1.6667,99.4037,127.4133,155.4229,-86789663.4468,4384159509.0
35,127.1,128.9,123.7,126.95,126.95,57548920,0.0,1.0,2019-10-15,127.955,130.6299,-0.9576,0.4187,-1.3763,67.5661,78.107,45.9256,17.6182,-6.4522,56.6667,3.3333,98.7439,127.955,157.1661,-77664673.1619,4415682027.0
36,122.6,130.0,122.5,127.85,127.85,68048611,0.0,1.0,2019-10-14,128.4867,130.7496,-1.5702,-0.0892,-1.481,58.7202,64.1677,44.8766,17.7784,-7.8266,58.3333,5.0,98.2152,128.4867,158.7582,-92051944.6635,4473230947.0
37,118.05,122.2,117.25,121.3,121.3,41027561,0.0,1.0,2019-10-11,129.0417,131.0258,-1.871,-0.4123,-1.4587,57.3609,60.4236,43.7924,17.9414,-46.9188,60.0,6.6667,98.0107,129.0417,160.0726,-121085982.3976,4405182336.0
38,119.3,119.7,116.2,116.8,116.8,31229192,0.0,1.0,2019-10-10,129.6242,131.4657,-1.7645,-0.4088,-1.3556,56.4485,51.5695,44.0263,18.0264,-62.773,61.6667,8.3333,98.1317,129.6242,161.1166,-147194520.7256,4364154775.0
39,118.5,121.7,115.45,120.9,120.9,44666296,0.0,1.0,2019-10-09,130.24,131.8781,-1.7301,-0.4767,-1.2534,55.1665,60.0897,43.8375,18.0858,-54.8436,63.3333,10.0,98.1399,130.24,162.3401,-126672587.34,4395383967.0
40,120.25,120.55,116.35,117.5,117.5,35471184,0.0,1.0,2019-10-07,130.8317,132.3316,-1.5796,-0.4454,-1.1342,44.8073,57.6863,44.1579,18.1462,-62.4641,65.0,11.6667,98.313,130.8317,163.3503,-159904383.0301,4350717671.0
41,122.8,123.8,118.8,119.65,119.65,35712218,0.0,1.0,2019-10-04,131.4833,132.7411,-1.5428,-0.5199,-1.0229,28.7641,47.7235,44.6252,18.1955,-50.8235,66.6667,13.3333,98.2791,131.4833,164.6875,-143857905.6875,4386188855.0
42,112.65,123.5,112.65,122.4,122.4,65103359,0.0,1.0,2019-10-03,132.1892,133.0781,-1.7329,-0.84,-0.8929,16.5022,29.012,42.2324,18.2647,-57.8708,68.3333,15.0,97.9684,132.1892,166.41,-120287827.5226,4421901073.0
43,118.0,119.85,113.0,115.3,115.3,40232789,0.0,1.0,2019-10-01,133.02,133.7706,-0.9169,-0.234,-0.6829,10.9341,9.557,43.1999,18.3321,-74.6984,70.0,16.6667,98.3199,133.02,167.7201,-172190527.003,4356797714.0
44,120.65,120.85,116.4,117.45,117.45,32158885,0.0,1.0,2019-09-30,133.7825,134.3052,-0.4069,0.2175,-0.6244,17.3716,10.9376,43.6874,18.3624,-66.2069,71.6667,18.3333,98.4316,133.7825,169.1334,-158975420.4602,4397030503.0
45,122.0,122.45,118.2,119.9,119.9,45875793,0.0,1.0,2019-09-27,134.5517,134.7681,-0.0197,0.659,-0.6788,25.9698,12.3077,43.9358,18.4193,-59.155,73.3333,20.0,98.3784,134.5517,170.7249,-141992579.8682,4429189388.0
46,123.9,127.25,122.8,124.5,124.5,45866398,0.0,1.0,2019-09-26,135.2467,135.2009,0.3372,1.1807,-0.8435,41.1288,28.8693,44.2842,18.491,-41.2187,75.0,21.6667,98.4675,135.2467,172.0259,-132817529.2112,4475065181.0
47,129.9,129.9,121.5,123.05,123.05,47567575,0.0,1.0,2019-09-25,135.935,135.584,0.5945,1.7332,-1.1387,48.2458,36.7324,45.4023,18.6,-42.7808,76.6667,23.3333,98.4911,135.935,173.3789,-121995082.4772,4429198783.0
48,128.05,132.2,128.0,130.9,130.9,41659100,0.0,1.0,2019-09-24,136.4675,135.7766,0.3033,1.8753,-1.572,49.0836,57.7848,44.9811,18.711,-22.4998,78.3333,25.0,98.4773,136.4675,174.4577,-91982254.2907,4476766358.0
49,135.0,138.4,126.5,127.9,127.9,51032391,0.0,1.0,2019-09-23,137.0017,136.0385,0.1155,2.1563,-2.0408,35.2072,50.2202,46.3005,18.8762,-21.7306,80.0,26.6667,98.6009,137.0017,175.4025,-107852309.6903,4435107258.0
50,125.0,137.75,122.6,133.25,133.25,89223235,0.0,1.0,2019-09-20,137.385,136.0738,-0.8334,1.7465,-2.5799,26.8627,39.2457,43.9754,19.0442,-22.0656,81.6667,28.3333,98.6144,137.385,176.1556,-68827563.3101,4486139649.0
51,123.5,125.35,121.2,124.2,124.2,51011848,0.0,1.0,2019-09-19,137.9467,136.4491,-1.0143,2.0022,-3.0165,28.9244,16.1557,43.6153,19.2088,-51.3495,83.3333,30.0,98.9343,137.9467,176.959,-105046903.3271,4396916414.0
52,123.05,125.9,120.5,121.75,121.75,53048836,0.0,1.0,2019-09-18,138.4717,136.8881,-1.0777,2.4394,-3.5171,46.0972,25.1868,43.5082,19.2494,-56.1322,85.0,31.6667,99.4033,138.4717,177.54,-127787106.9531,4345904566.0
53,129.0,130.5,121.35,122.0,122.0,47652658,0.0,1.0,2019-09-17,138.9783,137.3572,-1.0971,3.0298,-4.1269,64.1772,45.4306,44.6101,19.2908,-51.0273,86.6667,33.3333,99.9346,138.9783,178.022,-99297908.1533,4398953402.0
54,128.0,130.3,126.5,128.6,128.6,40951047,0.0,1.0,2019-09-16,139.495,137.6405,-1.7118,3.1726,-4.8844,78.4687,67.6741,44.3773,19.3392,-38.8472,88.3333,35.0,100.1737,139.495,178.8163,-58415592.4997,4446606060.0
55,129.2,130.95,125.5,129.55,129.55,69088728,0.0,1.0,2019-09-13,140.0117,137.9673,-2.3696,3.3079,-5.6775,87.8107,79.4269,44.5985,19.428,-39.6323,90.0,36.6667,100.4939,140.0117,179.5294,-62726322.6121,4487557107.0
56,134.6,135.35,126.7,127.95,127.95,72084195,0.0,1.0,2019-09-12,140.5875,138.2645,-3.2969,3.2076,-6.5045,92.4021,88.305,45.6043,19.5183,-36.4733,91.6667,38.3333,100.7115,140.5875,180.4635,-96320056.8836,4418468379.0
57,127.0,135.0,125.3,134.35,134.35,96568372,0.0,1.0,2019-09-11,141.1358,138.3887,-4.9823,2.324,-7.3064,85.5521,95.7,43.8518,19.6193,-32.6667,93.3333,40.0,100.7033,141.1358,181.5684,-45069422.577,4490552574.0
58,119.0,122.6,117.35,121.9,121.9,51297512,0.0,1.0,2019-09-09,141.8008,138.7747,-6.2873,1.6001,-7.8874,67.1004,93.2012,41.9147,19.7185,-72.2044,95.0,41.6667,101.0092,141.8008,182.5924,-128695757.0919,4393984202.0
59,118.35,122.3,116.55,121.25,121.25,67761586,0.0,1.0,2019-09-06,142.6658,139.4451,-7.0469,1.2405,-8.2874,45.8478,67.755,41.7542,19.6892,-76.8945,96.6667,43.3333,101.6445,142.6658,183.6872,-166314010.7262,4342686690.0
60,109.75,119.35,109.5,118.05,118.05,75789807,0.0,1.0,2019-09-05,143.4742,140.1602,-7.8478,0.7498,-8.5976,35.7618,40.3449,39.5816,19.656,-95.0967,98.3333,45.0,102.4899,143.4742,184.4585,-209327816.3489,4274925104.0
61,112.0,113.0,106.0,109.5,109.5,76317447,0.0,1.0,2019-09-04,144.4933,141.191,-7.8801,0.9049,-8.785,39.8897,29.4436,39.9651,19.5896,-120.5624,100.0,46.6667,103.8746,144.4933,185.1121,-265112264.9415,4199135297.0
62,113.05,115.35,111.2,112.65,112.65,36905736,0.0,1.0,2019-09-03,145.4583,142.1805,-8.0359,0.9753,-9.0112,50.6144,37.497,40.1436,19.4497,-113.6581,88.3333,0.0,105.224,145.4583,185.6927,-265112264.9415,4275452744.0
63,115.6,117.3,112.0,116.7,116.7,42250518,0.0,1.0,2019-08-30,146.475,143.168,-8.2248,1.0302,-9.255,56.4083,52.7284,40.5764,19.3424,-110.7664,90.0,0.0,106.4856,146.475,186.4643,-253996162.1145,4312358480.0
64,116.5,118.5,112.1,114.3,114.3,48098849,0.0,1.0,2019-08-29,147.4525,144.1025,-8.6059,0.9067,-9.5126,53.6864,61.6178,40.7288,19.2388,-117.3382,91.6667,1.6667,107.663,147.4525,187.242,-286680434.8489,4270107962.0
65,120.55,124.0,114.8,116.35,116.35,74245952,0.0,1.0,2019-08-28,148.3525,145.0382,-9.0588,0.6804,-9.7393,39.539,54.8786,41.417,19.1341,-110.3088,93.3333,0.0,108.9633,148.3525,187.7417,-271649609.3571,4318206811.0
66,112.7,121.4,111.8,120.35,120.35,70636441,0.0,1.0,2019-08-27,149.3067,145.8683,-9.9174,-0.0081,-9.9094,27.1455,44.5629,39.4673,19.0459,-117.7849,95.0,0.0,109.884,149.3067,188.7293,-222421242.552,4392452763.0
67,114.55,115.4,106.8,110.55,110.55,47757623,0.0,1.0,2019-08-26,150.3867,146.9926,-10.0699,-0.1625,-9.9074,23.3628,19.1756,39.7741,18.9269,-150.9309,96.6667,0.0,111.4877,150.3867,189.2857,-277605901.61,4321816322.0
68,108.9,111.6,107.65,111.05,111.05,41178606,0.0,1.0,2019-08-23,151.475,148.0924,-10.3063,-0.4395,-9.8667,31.3359,17.698,38.3347,18.7366,-163.723,98.3333,0.0,112.9958,151.475,189.9542,-271497373.2785,4369573945.0
69,112.0,114.0,106.2,107.7,107.7,58612708,0.0,1.0,2019-08-22,152.6825,149.421,-9.8828,-0.126,-9.7568,42.846,33.2148,38.8355,18.4975,-178.1989,100.0,1.6667,115.0863,152.6825,190.2787,-301208612.0169,4328395339.0
70,123.0,123.0,109.5,112.4,112.4,83509593,0.0,1.0,2019-08-21,153.845,150.6895,-9.5143,0.2111,-9.7253,46.0032,43.095,40.6901,18.2544,-166.5478,100.0,3.3333,117.0474,153.845,190.6426,-265139244.5772,4387008047.0
71,120.0,124.8,119.0,123.85,123.85,34809225,0.0,1.0,2019-08-20,154.745,151.6281,-10.0255,-0.2473,-9.7781,47.703,52.2283,39.9207,18.0273,-143.7928,88.3333,5.0,118.3701,154.745,191.1199,-217507871.8319,4470517640.0
72,121.2,122.6,120.0,120.8,120.8,23194786,0.0,1.0,2019-08-19,155.7925,152.7002,-10.2266,-0.5104,-9.7163,46.4785,42.6864,40.1254,17.8571,-159.7721,90.0,6.6667,119.863,155.7925,191.722,-240914020.7313,4435708415.0
73,119.9,122.45,117.35,121.35,121.35,35264621,0.0,1.0,2019-08-16,156.7325,153.768,-10.4569,-0.8682,-9.5887,48.5691,48.1943,39.7965,17.6578,-174.145,91.6667,0.0,121.5285,156.7325,191.9365,-231993013.6991,4458903201.0
74,122.7,123.8,118.6,120.9,120.9,30136178,0.0,1.0,2019-08-14,157.8217,154.9161,-10.4662,-1.0946,-9.3716,43.3033,48.5549,40.265,17.4533,-182.615,93.3333,0.0,123.2045,157.8217,192.4389,-252045456.0946,4423638580.0
75,123.8,126.3,121.0,121.95,121.95,35498118,0.0,1.0,2019-08-13,158.8008,156.0082,-10.611,-1.513,-9.098,33.2155,48.9581,40.449,17.2533,-183.0274,95.0,1.6667,124.8966,158.8008,192.7051,-248568225.5167,4453774758.0
76,124.5,126.5,120.7,122.05,122.05,39245417,0.0,1.0,2019-08-09,159.6533,157.1,-10.7535,-2.0338,-8.7197,18.896,32.397,40.5649,17.0654,-194.5327,96.6667,3.3333,126.7549,159.6533,192.5518,-225795800.542,4489272876.0
77,118.0,125.0,116.9,124.05,124.05,35876237,0.0,1.0,2019-08-08,160.5117,158.2051,-10.8503,-2.639,-8.2113,11.6576,18.2915,38.9671,16.8742,-213.0563,98.3333,5.0,128.6559,160.5117,192.3675,-204819873.5483,4528518293.0
78,122.6,123.85,116.5,117.4,117.4,37287779,0.0,1.0,2019-08-07,161.6375,159.5679,-10.1541,-2.6026,-7.5515,9.5355,5.9994,39.71,16.6628,-243.5133,100.0,6.6667,131.1247,161.6375,192.1503,-232280721.4281,4492642056.0
79,123.05,126.55,121.75,122.5,122.5,34790369,0.0,1.0,2019-08-06,162.565,160.8211,-9.5862,-2.6853,-6.9009,12.3071,10.6819,39.783,16.4348,-233.1577,100.0,8.3333,133.5065,162.565,191.6235,-204124666.1852,4529929835.0
80,128.0,128.2,122.3,123.75,123.75,35452262,0.0,1.0,2019-08-05,163.6175,162.1015,-8.7677,-2.5381,-6.2296,11.8305,11.9253,40.5896,16.2354,-240.8136,100.0,10.0,135.8127,163.6175,191.4223,-180206280.7027,4564720204.0
81,128.5,133.2,127.0,130.7,130.7,44016138,0.0,1.0,2019-08-02,164.6008,163.2574,-8.0995,-2.5045,-5.595,10.3073,14.3142,40.6716,16.0359,-218.4171,100.0,11.6667,137.7472,164.6008,191.4545,-162179688.4723,4600172466.0
82,135.5,136.3,127.55,129.55,129.55,38991424,0.0,1.0,2019-08-01,165.5308,164.4357,-7.1798,-2.2109,-4.9689,11.0088,9.2521,41.8338,15.8628,-224.0329,100.0,13.3333,139.9058,165.5308,191.1559,-170698923.8125,4556156328.0
83,133.5,136.4,132.5,135.6,135.6,27024859,0.0,1.0,2019-07-31,166.4392,165.4165,-6.6141,-2.1979,-4.4162,13.3467,7.3557,41.363,15.6902,-209.4067,100.0,0.0,141.277,166.4392,191.6014,-149532150.7839,4595147752.0
84,138.0,139.7,132.6,133.45,133.45,35725524,0.0,1.0,2019-07-30,167.5758,166.4985,-5.5923,-1.7256,-3.8667,16.4632,16.4186,42.1173,15.5465,-214.0697,100.0,0.0,142.3068,167.5758,192.8449,-165470037.3929,4568122893.0
85,146.9,146.9,136.85,137.55,137.55,38844222,0.0,1.0,2019-07-29,168.6758,167.4645,-4.6649,-1.2296,-3.4353,13.227,16.266,43.6657,15.4011,-183.9248,100.0,0.0,142.9112,168.6758,194.4405,-138298432.3683,4603848417.0
86,138.1,150.15,138.1,147.15,147.15,83905651,0.0,1.0,2019-07-26,169.6442,168.1616,-4.3196,-1.1917,-3.1279,11.4556,16.7051,41.5773,15.2809,-155.3206,100.0,1.6667,142.8782,169.6442,196.4101,-104865329.0418,4642692639.0
87,151.3,152.5,143.75,144.3,144.3,34364032,0.0,1.0,2019-07-25,170.8592,169.1806,-2.92,-0.09,-2.83,9.641,6.7098,43.9823,15.1669,-145.5502,100.0,0.0,143.3238,170.8592,198.3945,-146992191.0505,4558786988.0
88,156.35,157.55,150.5,151.25,151.25,16292964,0.0,1.0,2019-07-24,171.9408,169.7868,-2.4351,0.3724,-2.8075,13.8339,10.952,44.9606,15.089,-108.3719,83.3333,0.0,142.5289,171.9408,201.3528,-116948232.3515,4593151020.0
89,157.4,159.0,154.8,156.2,156.2,12942555,0.0,1.0,2019-07-23,173.0333,170.2423,-2.295,0.6056,-2.9006,23.7347,11.2612,45.1661,15.0572,-88.6762,85.0,0.0,141.2453,173.0333,204.8214,-104121854.9615,4609443984.0
90,155.45,159.3,155.25,156.75,156.75,15995349,0.0,1.0,2019-07-22,174.1333,170.6776,-2.1897,0.8623,-3.052,43.5598,19.2886,44.7047,15.0563,-87.1589,86.6667,0.0,140.0971,174.1333,208.1696,-99807639.1458,4622386539.0
91,161.45,162.4,153.85,154.85,154.85,18954216,0.0,1.0,2019-07-19,175.4033,171.1938,-1.8249,1.4427,-3.2676,66.1977,40.6543,45.8725,15.0588,-88.251,88.3333,0.0,138.6707,175.4033,212.136,-95660688.0359,4606391190.0
92,167.25,167.25,160.0,160.75,160.75,19055022,0.0,1.0,2019-07-18,176.6292,171.5241,-1.9436,1.6846,-3.6283,81.0924,70.7365,47.0405,15.0613,-61.7842,90.0,0.0,137.0428,176.6292,216.2156,-81140212.9955,4625345406.0
93,170.0,172.35,166.3,167.9,167.9,25236730,0.0,1.0,2019-07-17,177.7583,171.669,-2.6574,1.392,-4.0494,80.1248,87.2022,47.6057,15.1091,-35.6907,91.6667,1.6667,135.5297,177.7583,219.987,-66027609.3404,4644400428.0
94,159.8,170.95,159.05,170.0,170.0,39025331,0.0,1.0,2019-07-16,178.79,171.7255,-3.8099,0.5876,-4.3974,65.6121,85.3386,45.2046,15.2064,-46.6885,93.3333,3.3333,134.4007,178.79,223.1793,-54139150.6948,4669637158.0
95,159.0,162.6,157.85,160.95,160.95,19924720,0.0,1.0,2019-07-15,180.0233,172.1298,-4.1868,0.3575,-4.5443,45.7374,67.8336,45.0102,15.292,-72.0952,95.0,5.0,133.7413,180.0233,226.3054,-86933563.0281,4630611827.0
96,155.9,162.85,154.0,159.3,159.3,27307153,0.0,1.0,2019-07-12,180.9925,172.5749,-4.5256,0.1081,-4.6337,27.7233,43.664,44.2568,15.2968,-79.5285,96.6667,6.6667,134.0809,180.9925,227.9041,-93015770.4712,4610687107.0
97,153.0,157.7,150.35,156.8,156.8,24099895,0.0,1.0,2019-07-11,182.0433,173.1401,-4.5766,0.0841,-4.6607,17.0323,25.7145,43.5454,15.3016,-94.3728,98.3333,8.3333,134.6054,182.0433,229.4812,-98415486.3302,4583379954.0
98,156.25,156.25,149.1,151.65,151.65,31737846,0.0,1.0,2019-07-10,183.1033,173.8228,-4.2798,0.4019,-4.6817,15.3791,13.7916,44.1666,15.254,-104.9699,100.0,10.0,135.4668,183.1033,230.7398,-116613398.348,4559280059.0
99,154.0,157.15,152.75,155.8,155.8,16112345,0.0,1.0,2019-07-09,183.9325,174.4185,-4.1696,0.6126,-4.7822,18.488,11.5908,43.619,15.1905,-96.6905,78.3333,11.6667,136.4629,183.9325,231.4021,-107513648.6725,4591017905.0
100,159.35,159.5,153.5,154.55,154.55,15149035,0.0,1.0,2019-07-08,184.6992,175.1107,-3.7392,1.1961,-4.9353,26.7613,20.7551,44.6427,15.1519,-96.7636,80.0,13.3333,137.7045,184.6992,231.6938,-113738925.3088,4574905560.0
101,165.15,166.95,159.5,160.2,160.2,14374084,0.0,1.0,2019-07-05,185.4767,175.6449,-3.6803,1.5541,-5.2344,36.5375,23.1182,45.7883,15.1181,-77.4474,81.6667,15.0,138.642,185.4767,232.3113,-103892067.7079,4590054595.0
102,162.5,167.75,162.0,165.2,165.2,19512938,0.0,1.0,2019-07-04,186.1908,176.0007,-4.1421,1.4808,-5.6229,49.8989,36.4107,45.156,15.1276,-69.9673,83.3333,16.6667,139.311,186.1908,233.0707,-92219143.3668,4604428679.0
103,163.75,165.0,161.7,162.3,162.3,13606179,0.0,1.0,2019-07-03,186.8467,176.4583,-4.4014,1.5917,-5.9931,62.9544,50.0836,45.4016,15.1561,-78.5062,85.0,18.3333,140.2105,186.8467,233.4828,-94424933.3881,4584915741.0
